question,answer_llm,answer_orig,document
How do I avoid memory issues on low-RAM laptops or default Codespaces when processing the ground-truth set?,"To avoid memory issues on low-RAM laptops or the default Codespaces machine when processing the ground-truth set:

- **Use a smaller embedding model**, such as `sentence-transformers/all-MiniLM-L6-v2` (384-dim).
- **Run the embedding step in a separate Python script** from the terminal, then load the saved vectors back into the notebook.
- **Use a Codespaces machine type with more RAM** or run locally.
- **Process the data in batches** and free memory between batches with `del` and `gc.collect()`.

If you switch embedding models, re-run the evaluation because hit-rate / MRR will change.","Small-RAM machines (Codespaces default, low-end laptops) run out of memory when an embedding model is loaded alongside the rest of the notebook state.

Workarounds:

- Switch to a smaller embedder. `sentence-transformers/all-MiniLM-L6-v2` (384-dim) is a common drop-in. Note: switching models will change your hit-rate / MRR numbers, so re-run the eval after the switch.
- Move the embedding step into a separate Python script that you run from the terminal, then load the saved vectors back into the notebook.
- Use a Codespaces machine type with more RAM (Settings → ""Machine type"" on a Codespace), or run locally.
- Process the ground-truth set in batches and free memory between batches (`del`, `gc.collect()`).",b8f2d6a30c
Why am I still getting rate-limit errors on Gemini even after adding `time.sleep(4)` in my loop?,"Because `time.sleep(4)` only slows your **requests per minute**. Gemini free-tier also has a **per-day quota**, and a long loop can still exceed that even if each request is spaced out.

So you can still get rate-limit errors if:
- your run is long enough to hit the **daily limit**
- you use **concurrent/threaded calls** that increase request volume
- you restart and keep generating without saving progress

What to do:
- lower concurrency to 2–3 workers
- save partial results periodically and resume later
- use a provider with higher limits, like `gpt-4o-mini` or Groq’s free tier","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
What can I use instead of free-tier Gemini if I want to generate the whole ground-truth set without constantly hitting limits?,"You can use **OpenAI `gpt-4o-mini`** — the context says it’s cheap enough to generate the whole ground-truth set and has higher rate limits.

If you want a **free-tier alternative**, **Groq’s `llama-3.3-70b-versatile`** is also mentioned as having generous request-per-minute limits.

","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
"Is `gpt-4o-mini` worth paying a few dollars for this task, or is there a cheaper free option with better limits?","Yes — based on the course notes, `gpt-4o-mini` is worth it if you want the simplest path and can spend a few dollars. It’s described as cheap enough to generate the whole ground-truth set and it has higher rate limits.

If you want a free option with better limits, the context suggests:
- **Groq free tier** with `llama-3.3-70b-versatile` — noted as having generous requests-per-minute limits.
- You can also **lower concurrency** and **resume from partial results** to avoid quota issues.

So:
- **Best convenience/value:** `gpt-4o-mini`
- **Best free alternative:** Groq’s free tier (`llama-3.3-70b-versatile`)

I don’t know of any option in the context that is both cheaper than free and better than Groq’s free limits.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
How do I make my thread-pool code less likely to get blocked by API quotas when generating labels?,"Lower the concurrency. In a thread pool, use a smaller pool size, like 2–3 workers, instead of pushing the API hard. This helps you stay under per-minute quota limits and reduces the chance of getting blocked.","Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
"If my run stops halfway because of quota issues, what’s the best way to continue without losing the results I already got?",I don't know.,"Free-tier Gemini limits both per-minute and per-day requests. Adding `time.sleep(4)` only fixes the per-minute side — a long `tqdm` loop can still blow through the per-day quota in one run.

Options when this happens:

- Spend ~$5 on OpenAI and use `gpt-4o-mini`. It's cheap enough to embed/generate the entire ground-truth set and has higher rate limits.
- Use Groq's free tier (`llama-3.3-70b-versatile`) — generous request-per-minute limits.
- Lower concurrency for thread-pool calls. Use a smaller pool size (2–3 workers) instead of pushing the API hard.
- Resume from where you stopped. Save progress periodically (e.g. dump the partial results to a JSONL file) so a hit limit doesn't lose all work.",c1e9f4b820
How do I fix the WinError 126 problem when torch can't load fbgemm.dll on Windows?,"To fix the **WinError 126** problem when `torch` can’t load `fbgemm.dll` on Windows, try these solutions:

1. **Install the Visual C++ Redistributable**
2. **Install Visual Studio** — **not** Visual Studio Code

For more details, see the PyTorch discussion here:  
https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
Is the missing fbgemm.dll error usually caused by not having the Visual C++ Redistributable installed?,Yes — the context says the missing `fbgemm.dll` / `WinError 126` issue can be fixed by installing the **Visual C++ Redistributable**.,"- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"Do I need full Visual Studio on Windows for this torch import error, or is VS Code enough?","You need **Visual Studio**, not just **VS Code**.

For that `torch` import error on Windows, the course context says the fix is to install either:

- **Visual C++ Redistributable**, or
- **Visual Studio** — **not Visual Studio Code**

So **VS Code is not enough** for this issue.","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"What should I install first if I get ""Error loading fbgemm.dll or one of its dependencies"" in Python on Windows?",Install **Visual C++ Redistributable** first.,"- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
Where can I read more about the PyTorch fbgemm.dll dependency issue on Windows?,You can read more here: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969),"- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
"Why do I get ""could not translate host name postgres to address"" when I run prep.py, and what should I set POSTGRES_HOST to?","Because `prep.py` is trying to connect to a host named `postgres`, but on your setup that hostname isn’t resolvable.

Set `POSTGRES_HOST` to:

```ini
POSTGRES_HOST=localhost
```

So update your `.env` file accordingly.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
I’m seeing a psycopg2 OperationalError about the postgres host not being found. How can I fix the .env settings?,"To fix the `.env` settings, change:

```ini
POSTGRES_HOST=postgres
```

to:

```ini
POSTGRES_HOST=localhost
```

This resolves the `psycopg2.OperationalError` about the host name `""postgres""` not being found.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
"When I execute python prep.py, it fails with No such host is known for postgres. What’s the right host value in .env?","Use `localhost` for `POSTGRES_HOST` in your `.env`:

```ini
POSTGRES_HOST=localhost
```","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
How do I resolve the host name error from psycopg2 in Module 5 monitoring setup?,"Update your `.env` file and set:

```ini
POSTGRES_HOST=localhost
```

That should fix the `psycopg2. OperationalError: could not translate host name ""postgres"" to address` issue in Module 5.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
My prep.py crashes because it can’t resolve postgres. What change should I make in the environment file?,"Change `POSTGRES_HOST` in your `.env` file to `localhost`:

```ini
POSTGRES_HOST=localhost
```","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
How do I make Pandas show the full text in a column instead of cutting it off in the notebook?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This tells Pandas not to truncate column text in the notebook.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the whole Explanation text from the LLM judge output?","Set Pandas to show full column text:

```python
pd.set_option('display.max_colwidth', None)
```

This will let you see the entire `Explanation` text in the offline-rag-evaluation notebook.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
What Pandas setting do I change so long column values don't get truncated to 50 characters?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This changes `display.max_colwidth`, which defaults to 50, so Pandas won’t truncate long column values.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"Why does my Explanation column show ""..."", and how can I display the complete content?","Your Explanation column shows `...` because Pandas truncates long text by default.

To display the full content, run:

```python
pd.set_option('display.max_colwidth', None)
```

This removes the column width limit so the entire explanation is shown.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
Is there a way to tell Pandas to use unlimited column width when viewing text data?,"Yes — use:

```python
pd.set_option('display.max_colwidth', None)
```

This tells Pandas to allow unlimited column width when displaying text data.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
How can I normalize a vector stored in a Pandas DataFrame column?,"To normalize a vector stored in a Pandas DataFrame column, you can divide each vector by its L2 norm:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
What's the easiest way to make each vector in a Pandas Series have unit length?,"Use `apply` with a normalization function:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
series = series.apply(normalize_vec)
```

This makes each vector have unit length.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
Can I use apply with NumPy to normalize values in a DataFrame column?,"Yes. You can use `apply` with NumPy to normalize values in a DataFrame column:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How do I write a function that divides a vector by its norm in Pandas?,"You can write a simple function like this:

```python
import numpy as np

def normalize_vec(v):
    return v / np.linalg.norm(v)
```

If you want to apply it to a Pandas column:

```python
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This divides each vector by its norm.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
What’s a simple example of normalizing vectors from one column into a new column?,"A simple example is:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This takes each vector in `org_col`, normalizes it, and stores the result in `new_col`.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How do I get the 75th percentile of a pandas DataFrame column?,"Use `quantile` on the column:

```python
quantile = df[""col""].quantile(q=0.75)
```

","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
What's the pandas way to compute a 0.75 quantile for a Series?,"Use:

```python
quantile = series.quantile(q=0.75)
```

For a DataFrame column, it would be:

```python
quantile = df[""col""].quantile(q=0.75)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
How can I find a column's percentile value in pandas without doing it manually?,"You can use pandas’ built-in `quantile()` method:

```python
df[""col""].quantile(q=0.75)
```

If you want the 75th percentile, use `q=0.75`.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
Is there a simple .quantile() example for a DataFrame column in pandas?,"Yes — a simple example is:

```python
quantile = df[""col""].quantile(q=0.75)
```

This computes the 75th percentile (0.75 quantile) for the DataFrame column.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
How do I calculate a 75% quantile from df['col'] in pandas?,"Use:

```python
df[""col""].quantile(q=0.75)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"How do I delete every Docker container, even the running ones, from the terminal?","Use:

```bash
docker rm -f $(docker ps -aq)
```

This deletes all containers, including running ones.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What's the command to remove all Docker images at once?,"Use:

```bash
docker rmi -f $(docker images -q)
```

","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
How can I clean up all my Docker volumes in one go?,"You can remove all Docker volumes in one command:

```bash
docker volume rm $(docker volume ls -q)
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"Is there a quick way to wipe containers, images, and volumes from Docker CLI?","Yes. A quick way from the Docker CLI is:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

This removes:
- all containers, including running ones
- all images
- all volumes

If you want, I can also show you a one-liner to clean up everything at once.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What terminal commands can I use to fully clean my Docker setup?,"To fully clean your Docker setup from the terminal, use:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

These commands:
- remove all containers, including running ones,
- remove all images,
- remove all volumes.

I don't know.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
How do I make sure a user can only leave feedback once per submission in Streamlit?,"Use Streamlit session state to track whether feedback was already given for the current submission, and disable the buttons after the first click.

From the context, this was a known issue with `st.session.submitted` getting reassigned to `True` again after a feedback button press. The recommended fix is in the linked Streamlit Discuss solution:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

So the short answer is: manage the submitted/feedback state carefully in `st.session_state` and prevent it from being reset after one feedback action.

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Why does `st.session.submitted` keep getting set back to `True` after I press a feedback button?,"It’s getting reassigned in the app logic, not because of Streamlit itself. The specific issue is described in the linked Streamlit Discuss solution for `st.session.submitted` being set back to `True` after a feedback button press.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"I want the feedback buttons to disable after I hit Ask, but `st.session.submitted` seems to change again — what am I missing?",I don’t know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a fix for Streamlit session state being reassigned even after one feedback action?,"Yes — there is a fix. The issue with `st.session.submitted` being reassigned is addressed in the Streamlit Discuss solution linked in the course notes:  
https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Where can I find the solution for the issue where Streamlit session attributes get reassigned and the submit state breaks?,"You can find the solution on Streamlit Discuss here:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Why do I get ""streamlit: executable file not found in $PATH"" when I start my app with docker-compose, even though it works locally?","Because `docker-compose` is starting the app in a container that doesn’t have `streamlit` available in its PATH. Even if it works locally, the container needs its own Dockerfile and dependency setup.

To fix it:

1. Make sure you created a `Dockerfile`.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild the image and start again:

```bash
docker-compose up --build
```

If you want, I can also help you check your `Dockerfile` and `docker-compose.yml`.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What do I need to add to my docker-compose setup so a Streamlit app can actually run inside the container?,"To make a Streamlit app run inside Docker Compose, you need to:

1. Create a `Dockerfile`
2. Add `streamlit` to your `docker-compose` configuration
3. Rebuild and start the stack with:

```bash
docker-compose up --build
```

If you want, I can also help you check your `docker-compose.yml` and `Dockerfile`.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Do I have to rebuild the image after changing docker-compose for a Streamlit app, and if so what command should I use?","Yes. After changing your `docker-compose` setup for a Streamlit app, you should rebuild the image and start the containers with:

```bash
docker-compose up --build
```

This is the command given in the course context.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
Could this Docker error mean I'm missing a Dockerfile for my Streamlit app?,"Yes — based on the context, that Docker error can mean you’re missing a `Dockerfile` for your Streamlit app.

The suggested fix is to:

1. Create a `Dockerfile`
2. Make sure `streamlit` is included in your `docker-compose` setup
3. Rebuild with:

```bash
docker-compose up --build
```

If you want, I can also help you write a minimal `Dockerfile` for Streamlit.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"My Streamlit app runs fine outside Docker, but fails in compose with an exec error — what steps should I check first?","First, check these steps:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild and start with:

```bash
docker-compose up --build
```

If it still fails, I’d next verify that the image actually contains Streamlit and that the compose service is using the correct startup command.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Can we do the capstone as a team, or does each person need their own project?","No — the capstone is an individual project.

You can collaborate or discuss ideas with others, but each submitted capstone must stand on its own and be independently evaluable. A shared system is only acceptable if it’s clearly split into separate qualifying components, with each person having their own repository and separate project.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If two students work on one big idea, is that allowed for the capstone?","Yes, but only if each student submits a separate, independently evaluable capstone.

The capstone is **not a group project**. You can collaborate on a larger idea, but each person must have:
- a **separate qualifying component**
- a **separate repository**
- work that can be **evaluated independently**

If the two students are just sharing one project that can’t be graded separately, then **it’s not allowed for the capstone**.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Can my capstone be part of a shared system with other people, or does it have to stand alone?","Yes, a shared system can work, but only if it’s clearly split into independent capstone projects. Each person must have:

- a separate qualifying component,
- a separate repository,
- and a project that can be evaluated on its own.

If the work can’t be assessed independently for each person, then it does not meet the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
What if we want to collaborate on the same project — how separate do the submissions need to be?,"You can collaborate or discuss a larger idea with other students, but each submission must be fully independent.

A shared system is only acceptable if it is clearly split into separate projects, where:

- each person has their own qualifying component,
- each person submits a separate repository, and
- each project can be evaluated on its own.

If the work cannot be assessed independently for each participant, then it does not meet the project requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Does the capstone need to be individually evaluable, or can one repository cover multiple students?","Yes — it must be individually evaluable.

The capstone is an individual project, and if a shared system is used, it only works when it is clearly split into independent projects with a separate qualifying component and a separate repository for each student. If the work cannot be evaluated independently for each participant, it does not satisfy the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do I need to hand in two capstone projects, or just one?","You only need to submit one project.

If the first attempt fails, you can improve it and resubmit in attempt #2.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What do attempt 1 and attempt 2 mean for the project submission?,"Attempt 1 and attempt 2 are two submission windows for the **same single capstone project**.

- **Attempt 1**: your first chance to submit the project.
- **Attempt 2**: a second chance to resubmit if the first submission fails, or if you missed the first window.

So you **do not need to submit two different projects** unless you specifically want to do that for practice or exposure, in which case they must use **different datasets and problem statements**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
